Year completed,Date Completed,Project Code,Project Name,Regional Economic Development Council,NYISO Zone,NY State County,NY Region,Customer,Agency,Project category,Facility Description,Number of Facilities,Total Project Cost,First Year Bill Savings,Demand Reduction (KW),Electric Energy Reduction (kWh),Gas Savings (Therms),Oil Savings (Gallons),Steam Savings (M Lbs),Digester Gas Savings (CCF),Coal Savings (Tons),Equivalent Barrels of Oil Saved,Reduction in Greenhouse Gas Emissions (Tons),Renewable Energy (KW),Address,Address Ext,City,State,Zip,Project or Program description
1998,08/25/1998,ES-NCN-0015,NYC DEP - NEWTOWN CREEK WATER PLANT - New Construction Rebate,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,NYC Department of Environmental Protection,Energy Efficiency,"Sewage Treatment, Landfill, and Water Supply Facilities",1,19642,2806,0,219329,0,0,0,,0,507.2914,63.38038,0,,,,NY,,Rebates were provided to New York City and Westchester governmental customers for installation of high efficiency lighting and motors in new facilities.  This program was funded by NYPA financing.
1998,08/24/1998,ES-SEN-0048,CUNY BRONX C.C. - Lighting,New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,City University of New York,Energy Efficiency,Colleges and Universities,1,2015012,463318,964.7,5400412,0,0,0,,0,13250.3,1560.579,0,@19 AVEN & 58 STRE ENT - BED,,BRONX,NY,,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,08/14/1998,ES-SEN-0002,BROOKLYN SUPREME/CENTRAL COURT/345 ADAMS ST.,New York City,J - New York City,KINGS,Southeastern,CITY OF NEW YORK,NYC Dept. Of Citywide Administrative Services,Energy Efficiency,Courts,1,1836618,317336,740.5,3710360,0,0,0,,0,9103.621,1072.198,0,120 Schermerhorn Street/292 & 345 Adams St.,,BROOKLYN,NY,11201,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,08/14/1998,ES-NCN-0004,NEW YORK PUBLIC LIBRARY - New Construction Rebate,New York City,J - New York City,NEW YORK,Southeastern,CITY OF NEW YORK,New York Public Library,Energy Efficiency,Libraries,1,35476,5068,35.6,290680,0,0,0,,0,672.2069,83.99896,0,,,,NY,,Rebates were provided to New York City and Westchester governmental customers for installation of high efficiency lighting and motors in new facilities.  This program was funded by NYPA financing.
1998,08/12/1998,ES-SEN-0050,NYC Health and Hospitals - Bronx Municipal Hospital - Ph.III,New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,NYC Health & Hospitals Corporation,Energy Efficiency,"Hospitals, Health, Shelters, Medical Centers",1,517639,93477,188.5,1285052,0,0,0,,0,3153.012,371.3466,0,Bronx / Jacobi Hospital,1400 PELHAM PARKWAY SOUTH,BRONX,NY,,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,08/11/1998,PHN36P,NYCHA - MANHATTANVILLE REHAB GRP 3 & GRP 2,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,38869,3386,6.146629354,49216.67216,0,0,0,,0,121.0346,14.22234,0,549 WEST 126TH STREET,,NEW YORK,NY,10027,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,08/10/1998,ES-SEN-0042,"CUNY LEHMAN COLLEGE - MTRS, DRVS & SNSRS",New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,City University of New York,Energy Efficiency,Colleges and Universities,1,1044694,138212,143.1,2453305,0,0,0,,0,6019.385,708.9413,0,250 BEDFORD PARK WEST,,BRONX,NY,10468,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,08/10/1998,PHN35P,NYCHA - CHELSEA ADDITION,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,38442,3349,6.079091796,48675.89222,0,0,0,,0,119.6782,14.06607,0,430 WEST 26TH STREET,,NEW YORK,NY,10001,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,08/10/1998,ES-LTN-0005,PS-7K / IS-171K (Abraham Lincoln School),New York City,J - New York City,KINGS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,170953,24296,71.7,203562,0,0,0,,0,499.5,58.82413,0,528 RIDGEWOOD AVENUE,,BROOKLYN,NY,11208,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,08/07/1998,PHN34P,NYCHA - BETHUNE GARDENS,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,83330,7259,13.17758512,105514.2338,0,0,0,,0,259.4533,30.49087,0,1909 AMSTERDAM AVENUE,,NEW YORK,NY,10032,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,08/05/1998,PHN33P,NYCHA - GUN HILL,New York City,J - New York City,BRONX,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,94518,8234,14.94688791,119681.2171,0,0,0,,0,294.2312,34.58476,0,731 MAGENTA STREET,,BRONX,NY,10467,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,08/04/1998,PHN32P,NYCHA - WILLIAMSBURG,New York City,J - New York City,KINGS,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,33784,2943,5.342493112,42777.87335,0,0,0,,0,105.1965,12.36169,0,179 MAUJER STREET,,KINGS,NY,11206,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,08/03/1998,PHN31P,NYCHA - COOPER PARK,New York City,J - New York City,KINGS,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,291948,25434,46.16798357,369671.6331,0,0,0,,0,909.1271,106.8255,0,40 DEBEVOISE AVENUE,,KINGS,NY,11211,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,07/28/1998,ES-PSN-0004,Albany City School District,Capital District,F - Capital,ALBANY,Central,ALBANY CITY SCHOOLS,,Energy Efficiency,"Schools, Elementary and Secondary",16,1381710,153871,717.25,1166141,0,0,0,,0,3015.969,156.5393,0,ALBANY CITY SCHOOLS,ACADEMY STREET,ALBANY,NY,12207,"Public schools throughout the State were provided with financing and installation of energy efficient lighting, motors, energy management systems, sensors, HVAC improvements and other energy efficiency measures, as applicable.  This program is now part of the Energy Services Program - Statewide.   This program was funded through NYPA financing and utility rebates."
1998,07/22/1998,PHN30P,NYCHA - POMONOK,New York City,J - New York City,QUEENS,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,318108,27713,50.30495943,402796.81,0,0,0,,0,990.5768,116.3978,0,67-10 PARSONS BLVD,,QUEENS,NY,11365,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,07/15/1998,ES-LTN-0010,Harrison CSD - Ph.I,Mid-Hudson,I - Dunwoodie,WESTCHESTER,Southeastern,HARRISON CSD,,Energy Efficiency,"Schools, Elementary and Secondary",1,551176,106861,316,782499,0,0,0,,0,1918.885,226.1219,0,50 UNION AVENUE,,HARRISON,NY,10528,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,06/30/1998,PHN28P,NYCHA - BARUCH HOUSES II,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,42244,3680,6.68041453,53490.74312,0,0,0,,0,131.6163,15.45743,0,100 COLUMBIA STREET,,NEW YORK,NY,10002,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,06/29/1998,PHN27P,NYCHA - RANGEL II,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,39026,3400,6.17148864,49415.72294,0,0,0,,0,121.5794,14.27986,0,159-16 HARLEM RIVER DRIVE,,NEW YORK,NY,10039,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,06/26/1998,PHN26P,NYCHA - SMITH II,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,71427,6222,11.29529594,90442.55724,0,0,0,,0,222.4658,26.13555,0,21 ST. JAMES PLACE,,NEW YORK,NY,10038,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,06/24/1998,PHN25P,NYCHA - TODT HILL,New York City,J - New York City,RICHMOND,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,208471,18161,32.96716481,263971.3653,0,0,0,,0,649.1533,76.28086,0,815 MANOR ROAD,,RICHMOND,NY,10314,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,06/22/1998,ES-SWN-0008,SUNY Stony Brook - PHASE III,Long Island,K - Long Island,SUFFOLK,Southeastern,"State of New York (OGS, SUNY, all state agencies)",State University of New York,Energy Efficiency,Colleges and Universities,1,5963550,1236249,1815.83,10822547,0,0,0,,0,26556.2,5822.076,0,,,,NY,,"State-owned facilities were provided with financing and installation of energy efficient lighting, motors, energy management systems, sensors, HVAC improvements and other energy efficiency measures, as applicable.  This program is now part of the Energy Services Program (Statewide).  This program was funded through NYPA financing and utility rebates."
1998,06/16/1998,PHN24P,NYCHA - ST. NICHOLAS,New York City,J - New York City,NEW YORK,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,622356,54218,98.41811415,788043.6219,0,0,0,,0,1937.978,227.7241,0,215 WEST 127TH STREET,,NEW YORK,NY,10027,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
1998,06/15/1998,ES-SEN-0007,BERGTRAUM H.S. - MOTORS & SENSORS,New York City,J - New York City,NEW YORK,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,152364,20446,41.9,296756,0,0,0,,0,737.4688,85.75477,0,411 Pearl Street,,New York,NY,10038,"Provided New York City and Westchester governmental customers with financing and installation of energy-efficient lighting, as well as motors, energy management systems and sensors, and other energy efficiency measures, as applicable.  This program is now being offered under the Governmental Customers Energy Services Program. This program was funded through NYPA financing."
1998,06/04/1998,ES-SWN-0007,NYS Division for Youth - TRYON/BROOKWOOD CAMPUS,Mohawk Valley,F - Capital,FULTON,Central,"State of New York (OGS, SUNY, all state agencies)",NYS Division for Youth,Energy Efficiency,"Hospitals, Health, Shelters, Medical Centers",1,456626,102112,272.8,1033908,0,0,0,,0,2562.752,138.7887,0,P.O. Box 904,,Johnstown,NY,12095,"State-owned facilities were provided with financing and installation of energy efficient lighting, motors, energy management systems, sensors, HVAC improvements and other energy efficiency measures, as applicable.  This program is now part of the Energy Services Program (Statewide).  This program was funded through NYPA financing and utility rebates."
